sausage,rolls/buns,chewing gum,specialty bar
pork,other vegetables,frozen vegetables,hygiene articles
rolls/buns,,,
berries,yogurt,specialty cheese,
shopping bags,,,
bottled beer,liquor (appetizer),dishes,
pet care,,,
tropical fruit,root vegetables,rolls/buns,newspapers
frankfurter,butter milk,rolls/buns,coffee
herbs,potted plants,,
rolls/buns,snack products,,
whole milk,fruit/vegetable juice,newspapers,
specialty chocolate,,,
chicken,whole milk,rolls/buns,
citrus fruit,whole milk,,
berries,,,
rolls/buns,,,
bottled beer,liquor,,
whole milk,pastry,,
sausage,coffee,shopping bags,
ice cream,rolls/buns,,
yogurt,vinegar,,
beef,whipped/sour cream,roll products,
berries,root vegetables,whole milk,
tropical fruit,other vegetables,rolls/buns,
soda,canned beer,,
UHT-milk,,,
coffee,potted plants,,
shopping bags,,,
other vegetables,,,
yogurt,bottled water,,
specialty bar,,,
whole milk,curd,dessert,shopping bags
shopping bags,,,
pork,root vegetables,brown bread,pastry
canned beer,,,
rolls/buns,canned beer,,
other vegetables,baking powder,napkins,
canned beer,,,
whole milk,bottled water,,
yogurt,whipped/sour cream,,
soda,,,
dental care,male cosmetics,,
pastry,,,
soda,,,
tropical fruit,,,
waffles,,,
brown bread,,,
bottled water,soda,salty snack,
condensed milk,,,
other vegetables,misc. beverages,,
rolls/buns,,,
yogurt,bottled beer,white wine,
chicken,hamburger meat,other vegetables,
dessert,,,
beverages,,,
whipped/sour cream,specialty fat,waffles,specialty chocolate
sweet spreads,,,
frozen meals,bottled beer,,
whole milk,cream cheese,soda,fruit/vegetable juice
soda,snack products,detergent,
pip fruit,soda,,
whipped/sour cream,,,
soda,fruit/vegetable juice,,
soda,,,
chocolate,,,
chicken,whole milk,,
butter milk,coffee,,
pork,frozen vegetables,pastry,
canned beer,,,
sausage,rolls/buns,,
frozen vegetables,,,
other vegetables,butter,specialty chocolate,
whipped/sour cream,salt,,
potted plants,,,
chicken,pastry,,
hygiene articles,,,
soda,,,
waffles,candy,,
newspapers,,,
cream cheese,rolls/buns,fruit/vegetable juice,
margarine,misc. beverages,,
dessert,frozen dessert,,
citrus fruit,onions,yogurt,rolls/buns
whole milk,curd,bottled water,
specialty bar,,,
soda,,,
whole milk,newspapers,,
bottled water,canned beer,candy,
rolls/buns,canned fish,canned beer,
frankfurter,whole milk,white bread,brown bread
citrus fruit,,,
ice cream,soda,,
canned beer,,,
potato products,flower (seeds),,
canned beer,,,
root vegetables,other vegetables,bottled beer,
pastry,,,
canned beer,,,
beef,citrus fruit,curd,butter milk
pork,yogurt,UHT-milk,salty snack
sausage,root vegetables,whole milk,yogurt
canned beer,,,
soda,,,
brown bread,,,
whole milk,,,
berries,frozen vegetables,pet care,instant coffee
pastry,soda,waffles,
coffee,,,
pork,other vegetables,whole milk,cereals
whole milk,pastry,,
hamburger meat,,,
sausage,condensed milk,rolls/buns,coffee
canned beer,,,
whole milk,,,
other vegetables,,,
bottled water,white wine,,
beef,rolls/buns,,
beef,root vegetables,whole milk,cream cheese
whole milk,,,
finished products,other vegetables,soda,fruit/vegetable juice
chicken,onions,herbs,hygiene articles
onions,other vegetables,,
curd,,,
potted plants,,,
yogurt,UHT-milk,domestic eggs,rolls/buns
newspapers,,,
whole milk,whipped/sour cream,,
rolls/buns,newspapers,,
beverages,rolls/buns,,
berries,pastry,seasonal products,shopping bags
whole milk,,,
pastry,soda,,
photo/film,,,
rolls/buns,photo/film,,
whole milk,yogurt,bottled water,
whole milk,specialty bar,,
candy,,,
canned beer,,,
whole milk,,,
whole milk,curd,yogurt,margarine
rolls/buns,margarine,canned fish,
rolls/buns,specialty bar,,
bottled water,canned beer,white wine,
UHT-milk,,,
napkins,,,
other vegetables,,,
pastry,canned beer,male cosmetics,newspapers
dishes,,,
canned beer,,,
specialty chocolate,,,
other vegetables,ice cream,,
whole milk,pickled vegetables,,
frozen fruits,,,
other vegetables,cream cheese,,
ice cream,sugar,napkins,dishes
frankfurter,pasta,bottled beer,
curd,yogurt,waffles,
other vegetables,whole milk,fruit/vegetable juice,chocolate
brown bread,bottled water,soda,canned beer
onions,shopping bags,,
soda,,,
photo/film,,,
berries,liquor,,
white bread,brown bread,,
ice cream,kitchen towels,,
canned beer,,,
soda,,,
rolls/buns,,,
whole milk,honey,waffles,
snack products,chocolate,,
frozen meals,,,
beef,,,
tropical fruit,rolls/buns,,
rolls/buns,bottled beer,,
ham,rolls/buns,,
frankfurter,rolls/buns,,
whole milk,newspapers,,
chewing gum,,,
bottled water,bottled beer,,
yogurt,rolls/buns,,
tropical fruit,other vegetables,whole milk,frozen meals
frozen dessert,,,
cream cheese,margarine,tea,
fruit/vegetable juice,cake bar,,
other vegetables,UHT-milk,,
semi-finished bread,bottled water,soda,bottled beer
UHT-milk,bottled water,,
citrus fruit,soda,misc. beverages,
chicken,whole milk,,
sausage,rolls/buns,,
butter,,,
soda,,,
whipped/sour cream,,,
white bread,white wine,,
other vegetables,,,
rolls/buns,coffee,red/blush wine,chewing gum
tropical fruit,packaged fruit/vegetables,,
waffles,,,
other vegetables,salty snack,,
pip fruit,,,
frozen meals,,,
bottled water,,,
other vegetables,,,
soda,,,
fish,specialty chocolate,,
misc. beverages,,,
tropical fruit,other vegetables,,
tropical fruit,,,
rolls/buns,pastry,candy,
pork,soda,,
yogurt,,,
bottled beer,,,
soda,,,
other vegetables,whipped/sour cream,specialty cheese,domestic eggs
pastry,,,
ice cream,,,
berries,cookware,flower (seeds),
soda,bottled beer,,
pork,whole milk,sliced cheese,
other vegetables,yogurt,whipped/sour cream,newspapers
soda,misc. beverages,waffles,shopping bags
soda,salty snack,,
other vegetables,,,
beverages,sauces,sweet spreads,potted plants
canned beer,,,
berries,yogurt,whipped/sour cream,sugar
rolls/buns,,,
whole milk,beverages,bottled beer,
waffles,,,
rolls/buns,soda,,
bottled water,soda,dishes,
other vegetables,,,
cookware,,,
shopping bags,,,
canned beer,,,
beverages,,,
bottled water,,,
yogurt,sliced cheese,frozen meals,
root vegetables,other vegetables,canned vegetables,shopping bags
shopping bags,,,
rolls/buns,dishes,,
dog food,bottled water,liquor,dish cleaner
dish cleaner,,,
sausage,,,
soda,bottled beer,,
bottled water,,,
bottled water,misc. beverages,cling film/bags,
bottled water,cake bar,,
curd,whipped/sour cream,,
frankfurter,light bulbs,,
newspapers,,,
pastry,canned beer,,
tropical fruit,bottled beer,,
rolls/buns,soda,,
frozen vegetables,,,
soups,canned vegetables,,
root vegetables,red/blush wine,,
other vegetables,,,
whipped/sour cream,,,
whole milk,margarine,,
curd,UHT-milk,artif. sweetener,dental care
chicken,whole milk,,
sugar,,,
citrus fruit,spread cheese,rolls/buns,soda
ham,whole milk,rolls/buns,
shopping bags,,,
curd,jam,shopping bags,
whole milk,dessert,,
yogurt,long life bakery product,photo/film,potted plants
brown bread,,,
pork,whole milk,,
coffee,,,
citrus fruit,prosecco,specialty bar,shopping bags
newspapers,,,
frankfurter,root vegetables,newspapers,
bottled water,,,
meat,whole milk,rolls/buns,
citrus fruit,whole milk,snack products,
artif. sweetener,coffee,,
whole milk,butter,pasta,misc. beverages
liquor,,,
yogurt,rolls/buns,,
ice cream,sugar,flower (seeds),
canned beer,,,
flower soil/fertilizer,,,
ham,whole milk,curd,napkins
candy,,,
beef,whipped/sour cream,napkins,
bottled beer,liquor,,
sausage,brown bread,salty snack,chocolate
root vegetables,other vegetables,,
beef,dessert,sugar,bottled beer
other vegetables,whole milk,canned beer,
citrus fruit,specialty bar,,
root vegetables,other vegetables,frozen vegetables,
salty snack,female sanitary products,,
whole milk,beverages,pastry,newspapers
soda,,,
butter milk,,,
soda,,,
whole milk,,,
chicken,whipped/sour cream,coffee,shopping bags
whole milk,artif. sweetener,,
butter,fruit/vegetable juice,newspapers,
hamburger meat,pickled vegetables,hygiene articles,
whole milk,,,
pet care,bottled water,,
fish,dessert,yogurt,cling film/bags
tropical fruit,other vegetables,canned beer,
yogurt,canned beer,,
canned beer,,,
napkins,,,
herbs,other vegetables,,
long life bakery product,newspapers,,
chocolate,potted plants,,
specialty cheese,,,
whole milk,pet care,,
other vegetables,whole milk,yogurt,
frankfurter,rolls/buns,chocolate,
other vegetables,,,
whole milk,domestic eggs,oil,
coffee,fruit/vegetable juice,,
tropical fruit,rolls/buns,,
ham,rolls/buns,,
yogurt,pastry,,
pip fruit,newspapers,,
frankfurter,whole milk,cream cheese,specialty chocolate
bottled water,waffles,chocolate,
other vegetables,sweet spreads,long life bakery product,detergent
spread cheese,rolls/buns,,
finished products,,,
whole milk,,,
whole milk,bottled water,,
hamburger meat,UHT-milk,salty snack,
pip fruit,rolls/buns,,
rolls/buns,canned beer,,
tropical fruit,,,
tropical fruit,whole milk,newspapers,
yogurt,,,
sausage,rolls/buns,,
fruit/vegetable juice,,,
pork,beef,,
other vegetables,packaged fruit/vegetables,UHT-milk,bottled water
whole milk,,,
bottled beer,liquor,red/blush wine,
whipped/sour cream,brown bread,,
soda,,,
detergent,decalcifier,hygiene articles,
citrus fruit,coffee,,
soda,,,
rolls/buns,soda,snack products,
bottled water,soda,napkins,
chewing gum,,,
chicken,whole milk,,
whole milk,condensed milk,,
whole milk,,,
pork,pip fruit,frozen vegetables,brown bread
whole milk,beverages,,
sliced cheese,pastry,newspapers,
sausage,rolls/buns,soda,chocolate
instant coffee,canned beer,,
whole milk,,,
beverages,soda,,
candy,,,
citrus fruit,pastry,,
rolls/buns,,,
tropical fruit,rolls/buns,misc. beverages,
other vegetables,semi-finished bread,,
other vegetables,whipped/sour cream,pastry,red/blush wine
soda,,,
canned beer,,,
beef,whole milk,sliced cheese,
whole milk,soda,,
other vegetables,frozen meals,soda,
rolls/buns,shopping bags,,
dishes,,,
beef,other vegetables,,
whole milk,cereals,,
chocolate,,,
photo/film,,,
other vegetables,snack products,,
tropical fruit,long life bakery product,,
ice cream,brown bread,pastry,napkins
whole milk,coffee,cooking chocolate,newspapers
male cosmetics,,,
beverages,specialty bar,,
bottled water,misc. beverages,fruit/vegetable juice,bottled beer
bottled water,,,
whole milk,sugar,,
whole milk,butter milk,specialty bar,
frankfurter,tropical fruit,,
yogurt,frozen vegetables,cat food,
frankfurter,rolls/buns,,
bottled beer,,,
whole milk,bottled beer,,
bottled water,,,
yogurt,processed cheese,frozen vegetables,rolls/buns
root vegetables,whole milk,rolls/buns,
bottled water,brandy,whisky,
whole milk,frozen vegetables,pastry,cleaner
rolls/buns,canned beer,shopping bags,
whole milk,ice cream,soda,
meat,specialty chocolate,,
mayonnaise,candy,newspapers,
bottled beer,,,
canned beer,,,
rolls/buns,canned beer,shopping bags,
meat,dessert,UHT-milk,fruit/vegetable juice
bottled beer,,,
pastry,soda,,
yogurt,misc. beverages,,
other vegetables,,,
flower soil/fertilizer,,,
rolls/buns,brown bread,soda,
bottled water,soda,,
soda,bottled beer,liquor,
pastry,jam,,
whole milk,,,
white wine,,,
candles,,,
root vegetables,herbs,other vegetables,
seasonal products,,,
canned beer,,,
tropical fruit,pip fruit,other vegetables,misc. beverages
pork,butter,hard cheese,cream cheese
bags,,,
bottled beer,brandy,specialty chocolate,skin care
citrus fruit,onions,,
pastry,soda,,
cat food,chocolate,specialty chocolate,
soda,,,
rolls/buns,potted plants,,
cleaner,,,
roll products,,,
rolls/buns,pastry,,
waffles,,,
cream cheese,processed cheese,specialty bar,
shopping bags,,,
whole milk,,,
chocolate,,,
pip fruit,frozen meals,ice cream,fruit/vegetable juice
bottled beer,seasonal products,,
rolls/buns,bottled beer,brandy,
soda,fruit/vegetable juice,,
beverages,frozen meals,specialty bar,candy
citrus fruit,,,
whole milk,,,
bottled beer,canned beer,,
bottled beer,,,
rolls/buns,,,
cream cheese,dishes,,
brown bread,soda,salty snack,shopping bags
beef,,,
whole milk,frozen meals,ice cream,
bottled water,,,
pastry,,,
frozen vegetables,,,
butter milk,yogurt,salty snack,specialty chocolate
pork,bottled water,white wine,shopping bags
citrus fruit,grapes,,
hamburger meat,margarine,soda,bathroom cleaner
pork,brown bread,bottled water,fruit/vegetable juice
whole milk,pastry,,
sauces,specialty chocolate,,
grapes,brown bread,bottled beer,white wine
domestic eggs,,,
yogurt,dish cleaner,candles,
brown bread,bottled water,specialty bar,
liquor,,,
rolls/buns,pastry,,
butter,,,
frankfurter,coffee,,
other vegetables,pet care,,
pork,domestic eggs,soda,
waffles,,,
rolls/buns,canned beer,hygiene articles,
chocolate marshmallow,,,
canned beer,,,
sausage,liver loaf,specialty cheese,soda
other vegetables,,,
tropical fruit,grapes,,
white bread,long life bakery product,shopping bags,
root vegetables,white bread,brown bread,
pastry,,,
domestic eggs,rolls/buns,,
berries,pet care,cake bar,shopping bags
dessert,fruit/vegetable juice,newspapers,
citrus fruit,cream cheese,,
bottled beer,,,
frankfurter,yogurt,,
butter milk,,,
beef,,,
frankfurter,pork,brown bread,potato products
beef,root vegetables,white bread,soda
bottled water,,,
rolls/buns,pastry,soda,
fruit/vegetable juice,,,
frankfurter,grapes,,
pip fruit,soda,chewing gum,
sausage,soda,liquor (appetizer),shopping bags
chicken,newspapers,,
soda,,,
canned beer,,,
soda,house keeping products,,
chicken,,,
vinegar,oil,,
bottled beer,,,
whole milk,brown bread,salt,sugar
whole milk,butter,dessert,rolls/buns
whole milk,rolls/buns,,
ham,beef,other vegetables,newspapers
tidbits,canned beer,red/blush wine,
berries,soda,,
canned beer,specialty chocolate,,
other vegetables,,,
tropical fruit,pip fruit,,
meat,tropical fruit,other vegetables,candy
photo/film,,,
sugar,,,
rolls/buns,,,
frankfurter,soda,shopping bags,
canned beer,,,
potted plants,,,
whole milk,UHT-milk,domestic eggs,newspapers
other vegetables,,,
canned beer,,,
pork,domestic eggs,roll products,misc. beverages
bottled water,,,
citrus fruit,,,
curd,yogurt,,
frankfurter,hygiene articles,,
butter milk,cream cheese,bottled water,
soda,fruit/vegetable juice,long life bakery product,
citrus fruit,pastry,,
bottled water,,,
hamburger meat,semi-finished bread,Instant food products,
oil,,,
beverages,newspapers,,
canned beer,,,
onions,whole milk,butter,frozen fish
whipped/sour cream,,,
pip fruit,whole milk,,
ice cream,,,
yogurt,,,
condensed milk,rolls/buns,,
whipped/sour cream,candy,,
other vegetables,dessert,white bread,
canned beer,,,
grapes,soda,,
sausage,yogurt,rolls/buns,soda
onions,pastry,potted plants,
specialty chocolate,,,
rolls/buns,brown bread,,
other vegetables,,,
nuts/prunes,soda,chocolate,
pork,other vegetables,potted plants,
pip fruit,coffee,,
root vegetables,butter milk,specialty cheese,specialty bar
soda,fruit/vegetable juice,bottled beer,
cream cheese,rolls/buns,brown bread,
sausage,rolls/buns,soda,specialty bar
chewing gum,specialty bar,,
rolls/buns,pastry,soda,
whole milk,bottled water,newspapers,
UHT-milk,domestic eggs,oil,margarine
rolls/buns,soda,newspapers,
dessert,cat food,newspapers,
soda,,,
whole milk,whipped/sour cream,pastry,bottled water
whole milk,rolls/buns,chewing gum,
rolls/buns,,,
mayonnaise,,,
dessert,specialty bar,newspapers,
rolls/buns,,,
citrus fruit,herbs,other vegetables,curd
bottled water,,,
canned beer,,,
canned beer,salty snack,,
sausage,whole milk,hard cheese,misc. beverages
brown bread,,,
baking powder,misc. beverages,shopping bags,
soda,bottled beer,liquor,
long life bakery product,newspapers,,
hard cheese,pastry,napkins,
processed cheese,red/blush wine,newspapers,
whipped/sour cream,rolls/buns,,
frozen fish,,,
whole milk,butter,cat food,
citrus fruit,soft cheese,rolls/buns,pastry
berries,other vegetables,semi-finished bread,
photo/film,,,
other vegetables,UHT-milk,sugar,soda
specialty chocolate,,,
red/blush wine,,,
canned beer,,,
root vegetables,whole milk,roll products,
other vegetables,soda,bottled beer,
canned beer,,,
rolls/buns,,,
rolls/buns,soda,detergent,
bottled beer,,,
bathroom cleaner,,,
pip fruit,chewing gum,,
soda,,,
whole milk,,,
misc. beverages,,,
canned beer,,,
pastry,,,
cream cheese,soda,,
sausage,,,
root vegetables,onions,whole milk,bottled water
pip fruit,other vegetables,fruit/vegetable juice,
yogurt,rolls/buns,misc. beverages,
packaged fruit/vegetables,bottled water,,
meat,rolls/buns,soda,specialty bar
sausage,ham,frozen dessert,salty snack
berries,other vegetables,yogurt,whipped/sour cream
bottled water,,,
curd,rolls/buns,long life bakery product,
other vegetables,yogurt,,
bottled water,canned beer,,
tropical fruit,pip fruit,whole milk,
berries,whipped/sour cream,domestic eggs,
other vegetables,coffee,soda,dental care
margarine,,,
brown bread,fruit/vegetable juice,newspapers,shopping bags
cat food,female sanitary products,,
packaged fruit/vegetables,,,
detergent,flower (seeds),,
processed cheese,bottled beer,liquor,red/blush wine
ham,whole milk,white bread,
salty snack,dental care,,
canned beer,red/blush wine,,
organic products,softener,hygiene articles,
cling film/bags,,,
sausage,finished products,semi-finished bread,soda
bottled water,,,
whole milk,,,
rolls/buns,,,
ham,butter,condensed milk,
coffee,,,
whole milk,,,
soda,,,
whole milk,house keeping products,,
organic sausage,soda,,
canned beer,,,
butter,sliced cheese,brown bread,
whole milk,soda,,
grapes,,,
curd,yogurt,newspapers,
beef,whole milk,white bread,
ice cream,,,
cookware,,,
condensed milk,soda,,
rolls/buns,,,
tropical fruit,seasonal products,,
root vegetables,whole milk,detergent,
frankfurter,frozen potato products,,
bottled water,bottled beer,,
sausage,other vegetables,,
sliced cheese,frozen meals,margarine,red/blush wine
syrup,,,
soda,,,
citrus fruit,whole milk,semi-finished bread,
beverages,,,
yogurt,rolls/buns,pastry,soda
root vegetables,sugar,cat food,
sugar,,,
frankfurter,rolls/buns,dishes,shopping bags
chocolate,,,
soda,,,
coffee,,,
frankfurter,,,
sliced cheese,,,
yogurt,frozen vegetables,shopping bags,
brown bread,sugar,hygiene articles,
soda,misc. beverages,,
pip fruit,,,
whole milk,bottled water,bottled beer,newspapers
dessert,yogurt,soft cheese,soda
salty snack,specialty bar,napkins,newspapers
rolls/buns,,,
liquor (appetizer),,,
beverages,waffles,,
rolls/buns,fruit/vegetable juice,,
pip fruit,canned beer,waffles,
canned beer,,,
domestic eggs,soda,,
bathroom cleaner,,,
sausage,meat,yogurt,
canned beer,salty snack,,
root vegetables,other vegetables,canned fish,shopping bags
chewing gum,chocolate,specialty chocolate,
finished products,frozen meals,chocolate,shopping bags
ice cream,,,
pastry,specialty chocolate,,
brown bread,soda,fruit/vegetable juice,bottled beer
shopping bags,,,
specialty bar,,,
pork,curd cheese,rolls/buns,
hamburger meat,brown bread,semi-finished bread,
spices,,,
bottled beer,,,
meat,citrus fruit,whole milk,
whole milk,yogurt,coffee,
canned beer,,,
zwieback,long life bakery product,,
whole milk,brown bread,margarine,
yogurt,rolls/buns,meat spreads,soda
curd,rolls/buns,,
sparkling wine,,,
rolls/buns,,,
curd,beverages,pastry,potted plants
rolls/buns,pastry,newspapers,
bottled beer,prosecco,,
sausage,UHT-milk,,
soft cheese,ice cream,,
pip fruit,rolls/buns,,
finished products,,,
other vegetables,spices,coffee,
bottled water,,,
whole milk,rolls/buns,semi-finished bread,
pip fruit,butter,rolls/buns,chocolate
root vegetables,brown bread,potted plants,
chicken,citrus fruit,rolls/buns,bottled water
other vegetables,whole milk,white bread,soda
misc. beverages,,,
butter milk,brown bread,pastry,
hard cheese,honey,candy,
citrus fruit,curd cheese,abrasive cleaner,house keeping products
other vegetables,specialty cheese,bottled water,chocolate
citrus fruit,tropical fruit,fruit/vegetable juice,
whole milk,dessert,coffee,bottled water
specialty chocolate,,,
whole milk,butter,sugar,
fruit/vegetable juice,,,
citrus fruit,pip fruit,whole milk,bottled water
citrus fruit,tropical fruit,,
soda,,,
tropical fruit,whole milk,,
canned beer,,,
white bread,bottled beer,,
berries,fruit/vegetable juice,waffles,specialty bar
butter,frozen vegetables,margarine,cake bar
soda,,,
canned beer,,,
root vegetables,whole milk,butter,coffee
chocolate,,,
tropical fruit,other vegetables,yogurt,
pastry,soda,,
roll products,,,
canned beer,,,
rolls/buns,bottled water,soda,
shopping bags,,,
citrus fruit,,,
sausage,brown bread,,
misc. beverages,specialty chocolate,,
chewing gum,hygiene articles,,
whole milk,hard cheese,chocolate marshmallow,
canned vegetables,white wine,newspapers,flower soil/fertilizer
beef,hamburger meat,pip fruit,
whipped/sour cream,,,
other vegetables,whole milk,,
citrus fruit,root vegetables,other vegetables,ice cream
beverages,rolls/buns,chewing gum,
sausage,soda,,
canned beer,,,
root vegetables,fruit/vegetable juice,long life bakery product,potted plants
rolls/buns,,,
napkins,,,
other vegetables,condensed milk,soda,misc. beverages
pork,other vegetables,,
finished products,bottled water,specialty bar,newspapers
long life bakery product,,,
cream cheese,rolls/buns,soda,chewing gum
soda,,,
pastry,bottled water,newspapers,
cream cheese,rolls/buns,candy,shopping bags
potted plants,,,
salty snack,,,
root vegetables,onions,other vegetables,
soda,detergent,,
ice cream,,,
dessert,bottled water,fruit/vegetable juice,
sausage,,,
bottled beer,liquor,,
whole milk,,,
frozen vegetables,frozen meals,,
yogurt,margarine,newspapers,
specialty chocolate,,,
other vegetables,whole milk,rolls/buns,
whipped/sour cream,frozen vegetables,hygiene articles,
UHT-milk,bottled water,soda,
frankfurter,frozen meals,semi-finished bread,shopping bags
specialty chocolate,photo/film,,
pastry,long life bakery product,,
whole milk,dessert,butter milk,
canned beer,,,
salt,cling film/bags,,
potted plants,,,
frozen fish,newspapers,,
chicken,flower (seeds),,
canned beer,newspapers,,
whole milk,,,
ham,whole milk,curd,dessert
frankfurter,citrus fruit,bottled beer,salty snack
other vegetables,rolls/buns,,
tropical fruit,yogurt,bottled water,specialty chocolate
coffee,soda,,
dish cleaner,,,
pork,root vegetables,other vegetables,pastry
meat,rolls/buns,specialty chocolate,
finished products,pip fruit,yogurt,chocolate
abrasive cleaner,,,
other vegetables,whipped/sour cream,,
finished products,,,
canned beer,,,
whole milk,,,
brown bread,,,
frankfurter,hamburger meat,,
liver loaf,whole milk,rolls/buns,soda
tropical fruit,zwieback,bottled water,
cat food,bottled water,hygiene articles,
pork,canned fish,cat food,
whole milk,,,
zwieback,,,
pip fruit,fruit/vegetable juice,,
citrus fruit,newspapers,,
sausage,berries,packaged fruit/vegetables,specialty fat
frozen vegetables,pasta,bottled water,soda
whole milk,brown bread,newspapers,
specialty bar,,,
pickled vegetables,coffee,,
sausage,root vegetables,bottled beer,skin care
root vegetables,coffee,detergent,
pip fruit,butter,curd,chocolate
soda,chocolate,,
coffee,,,
grapes,pasta,dishes,
cream cheese,white bread,Instant food products,fruit/vegetable juice
whipped/sour cream,,,
root vegetables,whipped/sour cream,,
rolls/buns,,,
whole milk,yogurt,bottled beer,
onions,whole milk,,
tropical fruit,packaged fruit/vegetables,sliced cheese,
tropical fruit,ice cream,frozen dessert,
rolls/buns,soda,cleaner,
pip fruit,whole milk,,
ham,whole milk,white bread,newspapers
bottled beer,,,
bottled beer,napkins,,
sausage,root vegetables,rolls/buns,soda
beef,,,
soda,chewing gum,,
other vegetables,,,
tropical fruit,white bread,spices,Instant food products
chewing gum,,,
frankfurter,bottled beer,liquor,
butter milk,yogurt,,
yogurt,rolls/buns,,
tropical fruit,whole milk,butter,brown bread
misc. beverages,,,
soda,,,
napkins,,,
pastry,bottled water,,
grapes,pastry,coffee,hair spray
ice cream,soda,,
sweet spreads,,,
whole milk,rolls/buns,pastry,
frankfurter,beef,whole milk,
cat food,canned beer,,
pastry,,,
whole milk,butter milk,cream cheese,fruit/vegetable juice
sausage,rolls/buns,,
root vegetables,bottled beer,chocolate,
oil,fruit/vegetable juice,,
hard cheese,soda,,
salty snack,,,
pork,citrus fruit,tropical fruit,pip fruit
canned beer,,,
frankfurter,other vegetables,red/blush wine,shopping bags
chicken,beef,flour,salty snack
chewing gum,,,
pastry,,,
bottled water,soda,chewing gum,napkins
whole milk,soda,,
meat,nuts/prunes,canned beer,
sausage,root vegetables,,
ham,whole milk,hard cheese,cat food
canned beer,,,
root vegetables,yogurt,pastry,
pasta,soda,snack products,cake bar
processed cheese,,,
canned beer,,,
sausage,whole milk,,
frankfurter,other vegetables,dessert,
pip fruit,margarine,,
root vegetables,whole milk,beverages,salt
canned beer,,,
rolls/buns,newspapers,,
cat food,canned beer,newspapers,
soda,,,
whole milk,,,
pork,,,
citrus fruit,,,
curd,yogurt,,
sliced cheese,,,
pastry,canned beer,,
brown bread,bottled beer,,
whole milk,rolls/buns,nut snack,
candles,,,
soda,salty snack,specialty bar,candy
curd,,,
beef,margarine,bottled beer,flower (seeds)
whole milk,rolls/buns,newspapers,
whipped/sour cream,salty snack,,
grapes,salty snack,,
bottled beer,,,
whole milk,cocoa drinks,shopping bags,
rolls/buns,,,
finished products,onions,salty snack,
pork,sugar,newspapers,
sausage,,,
root vegetables,other vegetables,,
whole milk,margarine,,
semi-finished bread,,,
canned beer,,,
pork,tropical fruit,whole milk,domestic eggs
other vegetables,whole milk,,
soda,,,
cat food,soda,specialty chocolate,
bottled beer,,,
whole milk,brown bread,,
chicken,tropical fruit,other vegetables,shopping bags
salty snack,,,
whole milk,,,
bottled beer,,,
whole milk,,,
condensed milk,coffee,,
root vegetables,yogurt,beverages,flour
yogurt,bottled water,,
canned beer,,,
whole milk,curd,pastry,
soda,,,
fish,cream cheese,coffee,
curd,bottled water,soda,
soda,,,
instant coffee,photo/film,,
brown bread,,,
sausage,rolls/buns,soda,chocolate
pork,processed cheese,bottled beer,
whipped/sour cream,rice,popcorn,
whole milk,specialty bar,,
misc. beverages,canned beer,,
fruit/vegetable juice,,,
soda,,,
bottled water,,,
whole milk,rolls/buns,,
specialty bar,,,
shopping bags,,,
specialty bar,,,
hamburger meat,rolls/buns,candles,
beef,root vegetables,waffles,newspapers
bottled beer,,,
rolls/buns,candy,,
ham,mustard,canned fish,
turkey,frozen potato products,soda,
male cosmetics,napkins,,
meat,whole milk,domestic eggs,pastry
canned beer,shopping bags,,
rolls/buns,dishes,,
canned beer,,,
tropical fruit,root vegetables,other vegetables,napkins
chicken,,,
whole milk,,,
UHT-milk,coffee,,
soda,,,
butter milk,,,
canned beer,,,
rolls/buns,canned beer,,
bottled water,,,
citrus fruit,,,
onions,whole milk,,
sausage,ham,other vegetables,
brandy,liquor (appetizer),,
other vegetables,whole milk,dessert,chewing gum
berries,yogurt,,
other vegetables,whole milk,soda,shopping bags
citrus fruit,margarine,,
grapes,other vegetables,whole milk,sugar
pork,pet care,newspapers,
ice cream,,,
mayonnaise,rolls/buns,soda,specialty chocolate
soda,fruit/vegetable juice,waffles,
bottled water,,,
whole milk,cream cheese,soda,
whole milk,semi-finished bread,,
berries,,,
newspapers,,,
rolls/buns,,,
pork,whole milk,,
condensed milk,sugar,coffee,shopping bags
meat,hard cheese,bottled beer,
beef,root vegetables,hygiene articles,
semi-finished bread,bottled beer,liquor,
whole milk,yogurt,,
white bread,semi-finished bread,soda,
hygiene articles,,,
citrus fruit,pip fruit,whole milk,margarine
yogurt,chocolate,,
coffee,shopping bags,,
chicken,brown bread,bottled water,newspapers
chocolate,,,
whole milk,,,
rolls/buns,canned fish,,
frankfurter,sausage,packaged fruit/vegetables,soda
ice cream,pastry,soda,salty snack
other vegetables,whole milk,cake bar,detergent
pastry,oil,,
cooking chocolate,,,
beef,yogurt,margarine,
rolls/buns,brown bread,bottled water,
dog food,cling film/bags,,
sausage,tropical fruit,whole milk,bottled beer
sausage,cream,cream cheese,canned beer
citrus fruit,,,
flour,sugar,,
other vegetables,,,
bottled water,white wine,,
rolls/buns,white bread,,
other vegetables,,,
sausage,frozen meals,shopping bags,
pip fruit,dish cleaner,napkins,
tropical fruit,pip fruit,,
instant coffee,,,
whole milk,beverages,bottled water,newspapers
pork,other vegetables,soda,
whipped/sour cream,candy,,
sugar,coffee,,
pip fruit,bottled water,white wine,newspapers
frankfurter,pip fruit,rolls/buns,bottled water
rolls/buns,fruit/vegetable juice,,
frankfurter,citrus fruit,canned vegetables,coffee
canned beer,,,
